content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
withdraw udah nunggu seminggu ga cair cair dah lewat 8 hari ini,1,Negatif,withdraw udah nunggu seminggu ga cair cair dah lewat  hari ini,withdraw udah nunggu seminggu ga cair cair dah,"['withdraw', 'udah', 'nunggu', 'seminggu', 'ga', 'cair', 'cair', 'dah']",withdraw udah nunggu minggu ga cair cair dah
tampilan dan informasi cukup menjelaskan,5,Positif,tampilan dan informasi cukup menjelaskan,tampilan informasi,"['tampilan', 'informasi']",tampil informasi
"kenapa bibi hari ini tidak bisa di akses, kemana saya bisa hubungi. nomor WA nya tidak bisa dihubungi ka",3,Positif,kenapa bibi hari ini tidak bisa di akses kemana saya bisa hubungi nomor wa nya tidak bisa dihubungi ka,bibi akses kemana hubungi nomor wa nya dihubungi ka,"['bibi', 'akses', 'kemana', 'hubungi', 'nomor', 'wa', 'nya', 'dihubungi', 'ka']",bibi akses mana hubung nomor wa nya hubung ka
aplikasinya bagus banget cuman untuk obrolan lama banget responya Berjam jam baru di respon,3,Positif,aplikasinya bagus banget cuman untuk obrolan lama banget responya berjam jam baru di respon,aplikasinya bagus banget cuman obrolan banget responya berjam jam respon,"['aplikasinya', 'bagus', 'banget', 'cuman', 'obrolan', 'banget', 'responya', 'berjam', 'jam', 'respon']",aplikasi bagus banget cuman obrol banget responya jam jam respon
bibit sangat bagus khususnya bagi pemula yang mulai belajar tengah saham da nreksadana,5,Positif,bibit sangat bagus khususnya bagi pemula yang mulai belajar tengah saham da nreksadana,bibit bagus pemula belajar saham da nreksadana,"['bibit', 'bagus', 'pemula', 'belajar', 'saham', 'da', 'nreksadana']",bibit bagus mula ajar saham da nreksadana
RDPU instan gak bisa di cairin semua saat ada kebutuhan mendesak. Percuma fitur instan tapi ada sisa dana wajib mengendap!,1,Negatif,rdpu instan gak bisa di cairin semua saat ada kebutuhan mendesak percuma fitur instan tapi ada sisa dana wajib mengendap,rdpu instan gak cairin kebutuhan mendesak fitur instan sisa dana wajib mengendap,"['rdpu', 'instan', 'gak', 'cairin', 'kebutuhan', 'mendesak', 'fitur', 'instan', 'sisa', 'dana', 'wajib', 'mengendap']",rdpu instan gak cairin butuh desak fitur instan sisa dana wajib endap
bibit kapan ready cripto currency? agar mudah satu aplikasi saja untuk smua instrumen investasi saya,5,Positif,bibit kapan ready cripto currency agar mudah satu aplikasi saja untuk smua instrumen investasi saya,bibit ready cripto currency mudah aplikasi smua instrumen investasi,"['bibit', 'ready', 'cripto', 'currency', 'mudah', 'aplikasi', 'smua', 'instrumen', 'investasi']",bibit ready cripto currency mudah aplikasi smua instrumen investasi
lumayan tapi belum di lihat sich untuk atau ngak nya,5,Positif,lumayan tapi belum di lihat sich untuk atau ngak nya,lumayan lihat sich ngak nya,"['lumayan', 'lihat', 'sich', 'ngak', 'nya']",lumayan lihat sich ngak nya
"mantap, lengkap dan jelas",4,Positif,mantap lengkap dan jelas,mantap lengkap,"['mantap', 'lengkap']",mantap lengkap
recommended utk pemula aplgi klo ada rek bank jago sbg RDN. sejauh ini aman2 aja gak ada kendala,5,Positif,recommended utk pemula aplgi klo ada rek bank jago sbg rdn sejauh ini aman aja gak ada kendala,recommended utk pemula aplgi klo rek bank jago sbg rdn aman aja gak kendala,"['recommended', 'utk', 'pemula', 'aplgi', 'klo', 'rek', 'bank', 'jago', 'sbg', 'rdn', 'aman', 'aja', 'gak', 'kendala']",recommended utk mula aplgi klo rek bank jago sbg rdn aman aja gak kendala
cocok untuk pemula seperti saya. yeay,5,Positif,cocok untuk pemula seperti saya yeay,cocok pemula yeay,"['cocok', 'pemula', 'yeay']",cocok mula yeay
"saya berikan bintang 5 karna memang bagus apk ini,mudah di pahami buat saya yg pemula. semoga kedepannya lebih bagus lg dan pertahankan rantingmu",5,Positif,saya berikan bintang  karna memang bagus apk inimudah di pahami buat saya yg pemula semoga kedepannya lebih bagus lg dan pertahankan rantingmu,bintang karna bagus apk inimudah pahami yg pemula semoga kedepannya bagus lg pertahankan rantingmu,"['bintang', 'karna', 'bagus', 'apk', 'inimudah', 'pahami', 'yg', 'pemula', 'semoga', 'kedepannya', 'bagus', 'lg', 'pertahankan', 'rantingmu']",bintang karna bagus apk inimudah paham yg mula moga depan bagus lg tahan ranting
mantap jiwa apk bagus banget simpel untuk pemula mudah di pahami pokoknya keren dahh,5,Positif,mantap jiwa apk bagus banget simpel untuk pemula mudah di pahami pokoknya keren dahh,mantap jiwa apk bagus banget simpel pemula mudah pahami pokoknya keren dahh,"['mantap', 'jiwa', 'apk', 'bagus', 'banget', 'simpel', 'pemula', 'mudah', 'pahami', 'pokoknya', 'keren', 'dahh']",mantap jiwa apk bagus banget simpel mula mudah paham pokok keren dahh
"platform investasi yg bagus,, sejauh ini tidak pernah mengecewakan,",5,Positif,platform investasi yg bagus sejauh ini tidak pernah mengecewakan,platform investasi yg bagus mengecewakan,"['platform', 'investasi', 'yg', 'bagus', 'mengecewakan']",platform investasi yg bagus kecewa
toll mau verifikasi aja lama banget pas Udah kelar malah di bilang salah padahal nama yang saya masukin udah sesuai dengan di KTP,1,Negatif,toll mau verifikasi aja lama banget pas udah kelar malah di bilang salah padahal nama yang saya masukin udah sesuai dengan di ktp,toll verifikasi aja banget pas udah kelar bilang salah nama masukin udah sesuai ktp,"['toll', 'verifikasi', 'aja', 'banget', 'pas', 'udah', 'kelar', 'bilang', 'salah', 'nama', 'masukin', 'udah', 'sesuai', 'ktp']",toll verifikasi aja banget pas udah kelar bilang salah nama masukin udah sesuai ktp
"Ribet banget, mau upgrade bibit plus saja dipersulit bukan main. Sudah sesuai prosedur pun, tiba2 stuck, diklik ""lanjut"", malah balik lagi ke halaman awal disuruh ulang lagi prosesnya. Begitu terus sampai belasan kali. Sudah chat bantuan, malah disuruh main game dulu, karena tiap pertanyaan akan dibalas tiap 2 jam 😭",1,Negatif,ribet banget mau upgrade bibit plus saja dipersulit bukan main sudah sesuai prosedur pun tiba stuck diklik lanjut malah balik lagi ke halaman awal disuruh ulang lagi prosesnya begitu terus sampai belasan kali sudah chat bantuan malah disuruh main game dulu karena tiap pertanyaan akan dibalas tiap  jam ,ribet banget upgrade bibit plus dipersulit main sesuai prosedur stuck diklik halaman disuruh ulang prosesnya belasan kali chat bantuan disuruh main game dibalas jam,"['ribet', 'banget', 'upgrade', 'bibit', 'plus', 'dipersulit', 'main', 'sesuai', 'prosedur', 'stuck', 'diklik', 'halaman', 'disuruh', 'ulang', 'prosesnya', 'belasan', 'kali', 'chat', 'bantuan', 'disuruh', 'main', 'game', 'dibalas', 'jam']",ribet banget upgrade bibit plus sulit main sesuai prosedur stuck klik halaman suruh ulang proses bas kali chat bantu suruh main game balas jam
bagus aplikasinya buat nabung dan investasi,5,Positif,bagus aplikasinya buat nabung dan investasi,bagus aplikasinya nabung investasi,"['bagus', 'aplikasinya', 'nabung', 'investasi']",bagus aplikasi nabung investasi
"sedikit saran yang bisa di pertimbangkan,tambah saham luar negri agar pengguna tidak perlu memakai aplikasi lain saat membeli saham luar negri",5,Positif,sedikit saran yang bisa di pertimbangkantambah saham luar negri agar pengguna tidak perlu memakai aplikasi lain saat membeli saham luar negri,saran pertimbangkantambah saham negri pengguna memakai aplikasi membeli saham negri,"['saran', 'pertimbangkantambah', 'saham', 'negri', 'pengguna', 'memakai', 'aplikasi', 'membeli', 'saham', 'negri']",saran pertimbangkantambah saham negri guna pakai aplikasi beli saham negri
"aneh banget tiba2 masuk notifikasi kode verifikasi, padahal saya tidak pernah menginstal app ini, mohon maaf kalo ada yg mengatasnamakan saya itu bukan saya terima kasih. atau memakai No hp saya ITU BUKAN SAYA.",1,Negatif,aneh banget tiba masuk notifikasi kode verifikasi padahal saya tidak pernah menginstal app ini mohon maaf kalo ada yg mengatasnamakan saya itu bukan saya terima kasih atau memakai no hp saya itu bukan saya,aneh banget masuk notifikasi kode verifikasi menginstal app mohon maaf kalo yg mengatasnamakan terima kasih memakai no hp,"['aneh', 'banget', 'masuk', 'notifikasi', 'kode', 'verifikasi', 'menginstal', 'app', 'mohon', 'maaf', 'kalo', 'yg', 'mengatasnamakan', 'terima', 'kasih', 'memakai', 'no', 'hp']",aneh banget masuk notifikasi kode verifikasi menginstal app mohon maaf kalo yg mengatasnamakan terima kasih pakai no hp
kalau pembaruan ada informasi dulu gitu bisa ga? seting banget mau narik dana ga bisa gara2 pembaruan,1,Negatif,kalau pembaruan ada informasi dulu gitu bisa ga seting banget mau narik dana ga bisa gara pembaruan,pembaruan informasi gitu ga seting banget narik dana ga gara pembaruan,"['pembaruan', 'informasi', 'gitu', 'ga', 'seting', 'banget', 'narik', 'dana', 'ga', 'gara', 'pembaruan']",baru informasi gitu ga ting banget narik dana ga gara baru
sangat dan sangat mudah untuk pemula,5,Positif,sangat dan sangat mudah untuk pemula,mudah pemula,"['mudah', 'pemula']",mudah mula
"apk nya nga baguss,masa upgrade bibit plus 3 hari nga selsai2, padahal tanggal vertifikasi juga sudah lewatt👎🏿👎🏿👎🏿👎🏿 kecewa sihh",1,Negatif,apk nya nga bagussmasa upgrade bibit plus  hari nga selsai padahal tanggal vertifikasi juga sudah lewatt kecewa sihh,apk nya nga bagussmasa upgrade bibit plus nga selsai tanggal vertifikasi lewatt kecewa sihh,"['apk', 'nya', 'nga', 'bagussmasa', 'upgrade', 'bibit', 'plus', 'nga', 'selsai', 'tanggal', 'vertifikasi', 'lewatt', 'kecewa', 'sihh']",apk nya nga bagussmasa upgrade bibit plus nga selsai tanggal vertifikasi lewatt kecewa sihh
ribet teryata daftar di sini harus pakai sim paspor dll bila KTP buram dll penting ya apa kan ada no KTP yg terdaftar pasti benar kita mau investasi duit bukan jual KTP lebih enak Reksadana di aplikasi dana sekali daftar langsung jadi,1,Negatif,ribet teryata daftar di sini harus pakai sim paspor dll bila ktp buram dll penting ya apa kan ada no ktp yg terdaftar pasti benar kita mau investasi duit bukan jual ktp lebih enak reksadana di aplikasi dana sekali daftar langsung jadi,ribet teryata daftar pakai sim paspor dll ktp buram dll ya no ktp yg terdaftar investasi duit jual ktp enak reksadana aplikasi dana daftar langsung,"['ribet', 'teryata', 'daftar', 'pakai', 'sim', 'paspor', 'dll', 'ktp', 'buram', 'dll', 'ya', 'no', 'ktp', 'yg', 'terdaftar', 'investasi', 'duit', 'jual', 'ktp', 'enak', 'reksadana', 'aplikasi', 'dana', 'daftar', 'langsung']",ribet teryata daftar pakai sim paspor dll ktp buram dll ya no ktp yg daftar investasi duit jual ktp enak reksadana aplikasi dana daftar langsung
"tolong untuk penghubungan ke bibit plus nya jgn melewati batas waktu yang sudah ditentukan, karena saya ingin beli saham tapi tidak bisa",2,Negatif,tolong untuk penghubungan ke bibit plus nya jgn melewati batas waktu yang sudah ditentukan karena saya ingin beli saham tapi tidak bisa,tolong penghubungan bibit plus nya jgn melewati batas ditentukan beli saham,"['tolong', 'penghubungan', 'bibit', 'plus', 'nya', 'jgn', 'melewati', 'batas', 'ditentukan', 'beli', 'saham']",tolong hubung bibit plus nya jgn lewat batas tentu beli saham
sangat bermanfaat yang baru mau mulai tapi takut resiko besar,5,Positif,sangat bermanfaat yang baru mau mulai tapi takut resiko besar,bermanfaat takut resiko,"['bermanfaat', 'takut', 'resiko']",manfaat takut resiko
aplikasi ini sangat cocok untuk pemula yang baru ingin belajar investasi,5,Positif,aplikasi ini sangat cocok untuk pemula yang baru ingin belajar investasi,aplikasi cocok pemula belajar investasi,"['aplikasi', 'cocok', 'pemula', 'belajar', 'investasi']",aplikasi cocok mula ajar investasi
"Ini aplikasi sekuritas paling sampah yang pernah ada, saya withdraw tidak mulus daripada deposit nya. saya harus katakan punya rekening tidak aktif di bca mau ganti pun gabisa akhirnya ngide beli reksadana pasar uang tanda petir biar bisa withdraw di beda bank. eh taunya lama nunggu acc manajer investasi terus setelah pembelian berhasil nunggu 2-3 hari baru bisa dijual itu reksadana😂 SAMPAH SAMPAH SEKURITAS SAMPAH",1,Negatif,ini aplikasi sekuritas paling sampah yang pernah ada saya withdraw tidak mulus daripada deposit nya saya harus katakan punya rekening tidak aktif di bca mau ganti pun gabisa akhirnya ngide beli reksadana pasar uang tanda petir biar bisa withdraw di beda bank eh taunya lama nunggu acc manajer investasi terus setelah pembelian berhasil nunggu  hari baru bisa dijual itu reksadana sampah sampah sekuritas sampah,aplikasi sekuritas sampah withdraw mulus deposit nya rekening aktif bca ganti gabisa ngide beli reksadana pasar uang tanda petir biar withdraw beda bank eh taunya nunggu acc manajer investasi pembelian berhasil nunggu dijual reksadana sampah sampah sekuritas sampah,"['aplikasi', 'sekuritas', 'sampah', 'withdraw', 'mulus', 'deposit', 'nya', 'rekening', 'aktif', 'bca', 'ganti', 'gabisa', 'ngide', 'beli', 'reksadana', 'pasar', 'uang', 'tanda', 'petir', 'biar', 'withdraw', 'beda', 'bank', 'eh', 'taunya', 'nunggu', 'acc', 'manajer', 'investasi', 'pembelian', 'berhasil', 'nunggu', 'dijual', 'reksadana', 'sampah', 'sampah', 'sekuritas', 'sampah']",aplikasi sekuritas sampah withdraw mulus deposit nya rekening aktif bca ganti gabisa ngide beli reksadana pasar uang tanda petir biar withdraw beda bank eh tau nunggu acc manajer investasi beli hasil nunggu jual reksadana sampah sampah sekuritas sampah
"TOLONG DONG PIHAK BIBIT AKUN SAYA GA BISA DI BUKA PAKE AKUN GOOGLE SAYA TAPI KTP SAMA NO TLPN BEDA,,,sepertinya ada indikasi penipuan dan pengsalah gunakan identitas saya",1,Negatif,tolong dong pihak bibit akun saya ga bisa di buka pake akun google saya tapi ktp sama no tlpn bedasepertinya ada indikasi penipuan dan pengsalah gunakan identitas saya,tolong bibit akun ga buka pake akun google ktp no tlpn bedasepertinya indikasi penipuan pengsalah identitas,"['tolong', 'bibit', 'akun', 'ga', 'buka', 'pake', 'akun', 'google', 'ktp', 'no', 'tlpn', 'bedasepertinya', 'indikasi', 'penipuan', 'pengsalah', 'identitas']",tolong bibit akun ga buka pake akun google ktp no tlpn bedasepertinya indikasi tipu salah identitas
sangat memuaskan.ivntasi d bibit,4,Positif,sangat memuaskanivntasi d bibit,memuaskanivntasi d bibit,"['memuaskanivntasi', 'd', 'bibit']",memuaskanivntasi d bibit
"Halo, aplikasi bibit yang terhubung dengan stocbit sangatlah baik, ui/ux yang menarik dan tidak lemot saat mau IPO dapet semua penjatahannya terimakasih stockbit/bibit. Tapi yang perlu ditingkatkan adalah menambahkan saham us stock karena saya tidak perlu beralih ke aplikasi yang mendukung us stock, laluyang kedua menambahkan pembelian commodity seperti emas, perak, dll di aplikasi khusus bibit . yang ketiga tambahkan juga forex mata uang seperti xaausd dll, crypto. Terimakasih",5,Positif,halo aplikasi bibit yang terhubung dengan stocbit sangatlah baik uiux yang menarik dan tidak lemot saat mau ipo dapet semua penjatahannya terimakasih stockbitbibit tapi yang perlu ditingkatkan adalah menambahkan saham us stock karena saya tidak perlu beralih ke aplikasi yang mendukung us stock laluyang kedua menambahkan pembelian commodity seperti emas perak dll di aplikasi khusus bibit  yang ketiga tambahkan juga forex mata uang seperti xaausd dll crypto terimakasih,halo aplikasi bibit terhubung stocbit uiux menarik lemot ipo dapet penjatahannya terimakasih stockbitbibit ditingkatkan saham us stock beralih aplikasi mendukung us stock laluyang pembelian commodity emas perak dll aplikasi khusus bibit ketiga tambahkan forex mata uang xaausd dll crypto terimakasih,"['halo', 'aplikasi', 'bibit', 'terhubung', 'stocbit', 'uiux', 'menarik', 'lemot', 'ipo', 'dapet', 'penjatahannya', 'terimakasih', 'stockbitbibit', 'ditingkatkan', 'saham', 'us', 'stock', 'beralih', 'aplikasi', 'mendukung', 'us', 'stock', 'laluyang', 'pembelian', 'commodity', 'emas', 'perak', 'dll', 'aplikasi', 'khusus', 'bibit', 'ketiga', 'tambahkan', 'forex', 'mata', 'uang', 'xaausd', 'dll', 'crypto', 'terimakasih']",halo aplikasi bibit hubung stocbit uiux tarik lot ipo dapet jatah terimakasih stockbitbibit tingkat saham us stock alih aplikasi dukung us stock laluyang beli commodity emas perak dll aplikasi khusus bibit tiga tambah forex mata uang xaausd dll crypto terimakasih
aplikasi investasi yg sangat membantu,5,Positif,aplikasi investasi yg sangat membantu,aplikasi investasi yg membantu,"['aplikasi', 'investasi', 'yg', 'membantu']",aplikasi investasi yg bantu
aplikasinya ga bisa di buka,1,Negatif,aplikasinya ga bisa di buka,aplikasinya ga buka,"['aplikasinya', 'ga', 'buka']",aplikasi ga buka
sangat menarik dan mudah di pahami tampilan pun simpel,5,Positif,sangat menarik dan mudah di pahami tampilan pun simpel,menarik mudah pahami tampilan simpel,"['menarik', 'mudah', 'pahami', 'tampilan', 'simpel']",tarik mudah paham tampil simpel
mau di jual kagak bisa masa iya no rekening yang terdaftar tidak sesuai padahal yang ngerekomendasiin banknya pihak bibit langsung otomatis jadi on rekening utama soalnya posisi belum punya rekening itu,1,Negatif,mau di jual kagak bisa masa iya no rekening yang terdaftar tidak sesuai padahal yang ngerekomendasiin banknya pihak bibit langsung otomatis jadi on rekening utama soalnya posisi belum punya rekening itu,jual kagak iya no rekening terdaftar sesuai ngerekomendasiin banknya bibit langsung otomatis on rekening utama posisi rekening,"['jual', 'kagak', 'iya', 'no', 'rekening', 'terdaftar', 'sesuai', 'ngerekomendasiin', 'banknya', 'bibit', 'langsung', 'otomatis', 'on', 'rekening', 'utama', 'posisi', 'rekening']",jual kagak iya no rekening daftar sesuai ngerekomendasiin bank bibit langsung otomatis on rekening utama posisi rekening
