content,score,Label
"selalu di persulit, suruh aktifkan plus lah, di suruh kaitan dgn akun lain lah. tapi semua sudah di lakukan. katanya aplikasi resmi dari pemerintah tapi untuk akun bank cuma ada dua pilihan.",1,Negatif
"merasa ragu, setelah membaca beberapa ulasan lain, terlihat kalau yang positif cuma bot yg terpaku dengan rating positif. mirisnya, rating dri bbrp orang itu dominan oleh rating rendah. Mungkin ketika login/registrasi ada label bahwa apk ini berada di pengawasan ojk/dkk. Tapi tetap saja masih ambigu untuk melakukannya, apalgi dengan mengisi beberapa data diri hingga melakukan live call secara real-time. Ini menakutkan.",2,Negatif
sangat mudah dan aman,5,Positif
sangat bgus dan simpel,5,Positif
"di hp oppo A7 saya selalu muat ulang perikasa koneksi internet, padahal internet aman aman saja, sebelumnya sih bisa tp bbrp minggu yg lalu gabisa dengan notif tsb. meghubungi cs bibit respon nya sama terus dan mbulet terus cuman diulangi ulangi aja",1,Negatif
cuma masih bingung cara mindah ke tabungan,5,Positif
"aplikasi investasi yang sangat bagus menurut saya,karena memiliki fitur-fitur yang mudah dipahami untuk pemula seperti saya,dan penjualan atau penarikan dananya termasuk cepat,hanya butuh 2 hari penarikan RDPU,good job lah",5,Positif
"masalah sudah selesai, sudah bisa transaksi dan penarikan",5,Positif
bagus untuk investor pemula mudah dipraktekkan,5,Positif
"susah banget ngehubungin CS nya , udah 2 hari ga direspon",4,Positif
aplikasi yang mudah dipahami,4,Positif
"aneh bgt ni aplikasi, gw jual saham reksa dana di saat nilai lagi naik tapi pas disetujuinya malah ikutan turun sesuai dengan kapan penjualan disetujui. tidak disaat saya menjual sahamnya. kalau seperti ini apa gunanya prediksi? tidak recommended pokoknya buat yg pengen nyoba.",1,Negatif
"sabtu, minggu libur ya bit? gua aja kerja full sebulan plis lah jangan ada libur.. lov yu bit",5,Positif
sangat membantu dan mudah di pahami,4,Positif
"bibit ada lah aplikasi suram udh waktu WD y lama, gua WD 2x transaksi di waktu yg sama,estimasi tanggal 3 juni eh yg malah masuk transaksi pertama seharus nya serentak yh",1,Negatif
"bagaimana kalian akan menanggapi banyaknya, sekali lagi, banyak sekali keluhan mengenai pencairan instan yang dijanjikan namun tidak dapat dilakukan? apakah bibit merupakan aplikasi penipuan berkedok? akan saya ulas di video",1,Negatif
Biasanya pencairan RDN BCA selalu cepat baru kali ini ada pending. Ini dri RDN BCA atau dari bibitnya? Kalo dalam 3 hari RDN saya belum sukses. Saya tarik semua dana saya pindah ke apk lain,5,Positif
Tolong ini saya muncul terus layar koneksi anda tidak stabil. sangat mengganggu,2,Negatif
"aplikasi nya gampang ngebag dan lemot , apalagi buat daftar nya lama , pelayanan nya minus banyak , kerja nya gak produktif dan tidak mau berkembang, saya Risdan Arismunandar selaku RDI di bibit",1,Negatif
"sumpah pencairan dananya lama banget, malah lgai urgent lagi",1,Negatif
saya kasih B5 kalau untuk penarikan uang sudah gak pake lama,3,Positif
sudah 5 hari sejak order ke untungan belum berjalan,1,Negatif
"saya masih ragu dengan proses pencairan di bibit inii, dikarenakan banyak ulasan mengatakan.. lama proses pencairannya,jika sudah diperbaiki sistem pencairan nya lebih cepat,maka saya naikan bintangnya dan mulai ber investasi,hawatirnya.. ada keperluan mendadak,gak pegang cash,mau dicairkan eh sampai 1 Minggu belum masuk ke e wallet",3,Positif
"simpel dan mudah di aplikasikan, Pertahankan untuk kemudahan akses fitur-fiturnya, semakin sukses dan semakin berkembang.",5,Positif
"Sejauh ini mudah, berguna, dan berfungsi dengan baik",5,Positif
kenapa koneksi terputus terus pdhl internet lancar,3,Positif
Aplikasi investasi yang terpercaya.. sejauh ini pakai belum pernah ada kendala.. kalau ada pertanyaan juga bisa tanya lewat admin WA.. oke banget pokoknya,5,Positif
Sangat Mudah dan Murah tuk Mempelajari sekaligus Praktek di Dunia Perbankan. Good Job 😇,5,Positif
"kecewa ya saya, dari dulu daya download dan baru coba buat transaksi, malah tiba tiba akunya keblokir, tanya bantuan ke cs nya slow respon, suruh kirim data data udah, tapi masih ga bisa juga buat nerima kode, barusan di coba lagi malah keluar tulisan ""halaman gagal dimuat"" terus. tolong ya, saya tunggu tanggung jawabnya.",1,Negatif
"Aplikasinya tbtb gabisa dibuka, katanya ""kamu telah melampaui batas maksimal percobaan pin"" lah? kapan saja ajukan percobaan pin, tbtb aja saya buka aplikasinya untuk cairin dana biar masuk ke rekening saya, malah muncul seperti itu. Ga diproses2 lagi, ngajuin tp banyak ini itu!!! 😡😡😡",1,Negatif
"sudah lama menggunakan bibit, sangat memuaskan 😊 semoga terus memberikan pelayanan terbaik dimasa depan supaya penggunaan bibit nyaman berinvestasi disini😁",5,Positif
awalnya jelek karna ngestuk di logo ajh tapi gak lama nunggu beberapa menit pulih kembali saran min perbaiki yah biar tidak ada kendala saya kasih bintang 5 karna apk nya bagus mudah dipahami.asalnya bintang 1 saya ganti jadi 5 karna udah bisa kayak semula,5,Positif
saya boros banget sama duit tapi semenjak ada BIBIT saya belajar menabung itu karna dari dompet buat cair ke rekening butuh waktu 7 hari sehingga saya berfikir percuma bila cairin duit dari bibit meskipun unit sudah terjual jadi semenjak itu sekrang saya rajin menabung.. kalau ada 10 bintang saya kasih karna bibit membawa perubahan untuk diri saya,5,Positif
"ada masalah jaringan pas masuk, sisanya ok. cuma beberapa sistem top up untuk pembayaran saham dll masih kurang banyak.",4,Positif
"Baru kali ini saya melakukan order jual dengan pencairan yang lama, order jual berhasil tanggal 22 Mei 2025 sampai hari ini dana pencairan belum saya Terima. pada order jual sebelum nya hanya membutuhkan 3 hari untuk pencairan dana sejak order jual berhasil",1,Negatif
sangat² rekomendasi untuk berinvestasi jangka panjang dan pendek 🙏🙏,5,Positif
"aplikasi apalah ini cok untung cmn beberapa perak dan paling besar cmn 1rb adminya mahal bener 3,5rb bukan nya untung malah buntung boncos",1,Negatif
min kok profile saya hilang? malah jadi mbalik awal lagi?? harus isi data dll....? wh kacau! ga bener ini....,2,Negatif
"tolong untuk pencairan reksadana, tambahkan bank lain juga. jangan cuma RDN Jago saja, padahal sebelum nya bisa pencairan antar bank. kenapa sekarang jadi begini. saya sedang kesulitan karna ngga bisa login di jago dan pihak jago tidak merespon keluhan saya..",2,Negatif
withdraw prosesnya lama.. keterangannya maksimal 3hari pencairan. TPI saldo blom masuk². mana customer servis nya slow respon lagi di chatnya.. pelayanannya kurang bngt..,1,Negatif
"gimana sih min kok saya ga bisa masuk ke aplikasi dengan alasan jaringan tidak bagus padahal akses media sosial lain bisa, tolong lebih diperbaiki lagi",1,Negatif
Ini aplikasi lagi kenapa? kok gak mau masuk... suruh periksa koneksi internet... pake wifi udah data kuota masih banyak. perbaikan server apa gmn?,3,Positif
"Kaka, mohon bantuannya. aplikasi bibit saya ga bisa dibuka. keterangannya reload periksa koneksi perangkat anda. padahal sinyal bagus. malah stockbit bisa dibuka",4,Positif
mantap bree!! Terima kasih untuk pihak developer telah membuat aplikasi ini saya bisa berinvestasi dengan aman dan nyaman. semoga saya bisa menjadi orang sukses kedepannya. terima kasih👍👍😎,5,Positif
"haduh pelayanan nya lama banget,sempat mau ubah nomor tlpn,tapi ternyata waktu isi data diri belum di input karena buru² jadi kelewatan,tapi sama call centernya tidak dibantu cek,alhasil gak bisa login lagi.dichat pengaduan pun lama banget responnya benar²mengecewakan.tolong dong bibit fiturnya diperbaiki.",1,Negatif
"kecewa sama costumer service nya yg ga ngebantu sama sekali gak di wa gak di live chat sama sama gak ngerespon keluhan kami sebagai pengguna, saya pribadi susah masuk dan ganti pin. chat cs dari wa sama aja gak di respon mau nunggu brapa lama pun tetap ga di respon. aplikasi macam apa ini, gak bisa bantu costumer/ pengguna menyelesaikan masalah",1,Negatif
"kecewa sm bibit, udah verifikasi akun nunggunya lama banget astaga, udah lebih dari 1x24 jam masih belum diverifikasi, ntr klo udh diverifikasi+udh inves baru ntr balik lagi, sementara kukasih ⭐ 1",1,Negatif
buat keseluruhan masalah keamanan dan invest oke cuman satu yg disayangkan sekarang chat support nya lama banget bales nya gk kaya dulu lagi semoga bisa di perbaiki🙏,4,Positif
tambahkan seabank peliss lebih mudah soalnya kalau ada masalah bank lain bisa lebih baik soalnya lewat depositnya kalau udah cair bisa ambil lalu bisa investasi dibibit menggunakan seabank,5,Positif
"sy bingung dgn apl ini,sy lagi daftar kan trus msukin no hp,verifikasi lah ke watsap,nah stelah frivikasi sy d suruh blik ke bibit nya koq d suruh msukin pin,sdgkan sy blom bkin pin,sy msukin 3xPercobaan dgn kata sandi berbeda akhir nya disuruh rest pin,pas mau reset mnt nik KTP pas sy masukin koq nik KTP sy salah padahal udh bner,d ulang2,,sampai skrg dh 3 hri ga bs2 salah sya mohon saran nya ny suhu2 salam pemula",3,Positif
"Saya sangat senang dengan aplikasi bibit ini. Selain buat reksadana dan obligasi, bisa juga buat saham yang kerja sama dengan stockbit sekuritas dan bank jago. Cocok banget buat pemula yang mau coba² investasi",5,Positif
mencarirannya super duper susah sekali & hasil cuma sedikit sekali,1,Negatif
alhamdulillah nabung dikit2 di bibit tp sayang kalau mau tarik cm bisa gopay dan bank jago tidak bisa di yg lain..,5,Positif
setiap kali deposit rdn di malam Minggu lewat jam 21.00 malam hari. pasti minggunya gamasuk. aneh tapi nyata! ketentuannya gaada tuh saldo rdn hari Minggu libur. KOCAK BANGETTTTTTTTTT,1,Negatif
"proses terlalu lama saat membeli ataupun menjual produk, seharusnya maksimal 1x24 jam sudah bisa di proses, masa seminggu setelah pembelian baru bisa digunakan untuk saham ataupun reksadana, terlalu wasting time hanya untuk menunggu verifikasi manajer ataupun uang masuk ke rekening, tolong diperhatikan dan di evaluasi lagi",3,Positif
aplikasinya sangat merekonmendasikan sesuai iklan,4,Positif
"bibit gimana ini, masa verifikasi gagal dengan alasan nomor nik tidak ditemukan di dukcapil, saya chek dukcapil ada kok. dan saya chek data saya di aplikasi bibit sudah sesuai, knp gagal terus, dan ga ada keterangan lagi mengenai proses.",3,Positif
sangat mudah untuk digunakan dan dipahami untuk pemula seperti saya,5,Positif
"luar biasa terlampau lama saat wd, lelah menunggu saat kita butuh dana. cepat masuk susah keluar.",5,Positif
"upgrade bibit plus kok sangat sulit ya ketika selfie wajah jadi lambat banget lalu sering gagal dan saya sudah mencoba berkali-kali,,,,🥱",1,Negatif
tidak cocok untuk nabung dana darurat. pencairan lama bila tiba-tiba ada kebutuhan mendadak,3,Positif
"hey bos, ini apk itu sebenarnya niat operasional gk? ssah amat buat inves aj, pengajuan pun lma. pngjuan ktanya smpe tgl 12 ini smpe skrang blum jga di acc, klau cuti brsma tlong dksih tau. jgn nyleneh",1,Negatif
"saya baru download apk investasi ini tapi saya langsung menemukan masalah di verifikasi, setiap kali saya ingin verifikasi oleh bibit ada tulisan ""link sudah tidak aktif"" ""gagal masuk ke halaman tujuan karena link sudah tidak aktif"" terus gimana saya verifikasi? saya sudah hubungi cs tapi tidak ada tanggapan sama sekali",2,Negatif
"Fiturnya Mudah Di Fahami Dan Simple, Untuk Fitur Chat Nya Sudah Oke Dan Cepet Di Respon Bila Ada Kendala. Terus Tingkatkan Lagi Yah 👍😁",5,Positif
tolong di permudan lgi untuk upgrade ke Bibit Plus untuk pilihan bank harus banyak opsi tidak harus pakai bank jago,1,Negatif
selalu gagal registrasi padahal data sudah sesuai. aplikasi tdk jelas wkwk,1,Negatif
"untuk permasalahan sudah, selesai, sangat bagus untuk team supportnya memberi solusinya , terima kasih",5,Positif
"saya sarankan temen² jgn pernah investasi ke apk ini, Karena proses pencairan uangnya sangat lama, katanya 7 hari kerja, tapi uang saya udah lewat 7 hari kerja belom di cairkan",1,Negatif
"Thanks to bibit, dari tahun 2021 jadi konsisten buat nabung jangka panjang. Karena sistem pencairannya lama, cocok buat orang boros kayak aku hahaha (jadi mikir 2x buat narik uang tabungan terus)",5,Positif
"aneh saya sudah melakukan penjualan saham dengan harga terbaru, tapi tidak terjual pada saat waktu yang sama juga, habis itu harga sudah turun lagi, tidak saya cancel order selang 25 menit harga naik lagi tapi masih belum terjual juga, sampe harga turun lagi, sudah terjadi 4 kali perulangan harga naik dan turun dan masih belum terjual. apakah harus harga diatas harga jual kah, apa emang gimana?",1,Negatif
"tempat investasi paling nyaman buat pemula dengan modal seadanya, 2 tahun pakai Bibit sejauh ini masih sangat nyaman. tampilan sederhana dan memudahkan pemula seperti saya. Keren!",5,Positif
"aplikasi nya bagus tapi kalo buat dicairin nya terlalu lama sampe 7 hari padahal saya lagi butuh banget di hari Rabu buat bayar rumah sakit, jangan terlalu lama untuk cairin nya",1,Negatif
"kenapa masalah koneksi terus ya padahal sinyal lancar jadi tidak bisa apa""aplikasinya",1,Negatif
"Aplikasi yang sangat mudah di gunakan untuk pemula,bisa jual beli saham juga disini. Sangat rekomended...",5,Positif
"aplikasi jelek, lemot. mau nanya sama cs balesannya lama. mau nambahkan rekening tapi udah disuruh verifikasi muka masih gabisa aneh",1,Negatif
"kelemahannya pas di sat jual beli aja si, prosesnya llluuuuaaaammmmaaaaa bbbbbuuuaaannnggeettt.",3,Positif
"ini kenapa ya pas dibuka ""reload"" mulu alias ga bisa dibuka pas mau buka apknya, selalu disuruh liat jaringan mulu ""perhatikan kembali koneksi anda"" dikira kita buta apa ya... bikin kesel aj",2,Negatif
"belajar nabung sampai target, mudah di pelajari, top",5,Positif
"sangat amat berguna buat pemula yng ingin ber invest thanks bibit, semoga tidak mengecewa kan",5,Positif
"tolongg dong gimana yaa aku ga bisa masuk ke akun aku aplikasi nya sllu nyuruh Reload mulu, aku kira Karena belum update pas udah di update tetap aja sama gak bisa masuk ke aplikasi nyaa",1,Negatif
"Udh h+7 saldo ga masuk2 ke saldo RDN, niatnya emang mau nahan duit saya? Aplikasi ga jelas",1,Negatif
saya sebagai pengguna selama 3 tahun ini sangat senang dengan bibit sdh lebih baik dalam segiapapun saya harap komitmen membuat aplikasi lebih baik lagi dan membuat pengguna semakin terbantu dalam mengelola keuangan semakin di tingkat kan,4,Positif
"untuk sementara 3 dulu ya, soal nya baru pake belum ada 1 bulan, oh iya sekalian mau nanya saya beli saham pas harga turun tapi kok belum diproses ya padahal harga nya naik lagi sesudah saya beli, dan naik nya cukup signifikan",3,Positif
pada saat penjualan reksadana pasar uang nominal dana yg masuk ke rekening tidak sesuai dengan apa yg tertera di bukti penjualan nya,1,Negatif
aplikasinya bagus dan memiliki tampilan yang baik serta memberikan beberapa pengertian terkait istilah istilah yang ada. sehingga memudahkan pemakai aplikasi dalam membeli Reksadana dan lain lainnya,5,Positif
"Kritik & Saran: upaya aplikasi Bibit dalam menyediakan layanan investasi reksa dana yang mudah diakses oleh masyarakat. Namun demikian, saya ingin menyampaikan beberapa masukan terkait kualitas layanan pelanggan. Pertama, Respons Customer service dalam menangani perubahan nomor telepon dan PIN terbilang lambat. Proses ini menjadi kurang efisien dan menyulitkan pengguna, terlebih ketika membutuhkan penanganan cepat untuk menjaga keamanan akun. 🙏🙏🙏😉",3,Positif
"Kurangnya dari aplikasi ini adlh yang harus menautkan akun ini itu baru bisa investasi dan penarikannya juga lumayan lama, saya melakukan 2 penarikan yang pertama pencairannya maximal 3 hari, lalu saya menarik untuk kedua kalinya dan batas waktunya 2 hari, ini kurang wort it untuk yang butuh dana darurat harus menunggu lama.",3,Positif
"ribet, login ga bisa dibikin gampang. wajib pake sms lah . misscall lah.",1,Negatif
"apk yang bagus, tapi kenapa perbaikan verifikasi data lama sekali ?",4,Positif
"sedikit saran,bagi saya sebagai kuli untuk upgrade ke bibit plus itu sulit,karna pekerjaan yang tidak formal,untuk mengisi pertanyaan tempat dan alamat kantor itu tidak bisa di isi dengan asal",5,Positif
