userName,score,at,content
Leonardus Varis,5,2025-03-14 23:26:20,"""Sebagai pemula, saya merasa sangat terbantu dengan Bibit. Proses pendaftaran mudah, rekomendasi investasi jelas, dan bisa mulai dengan modal kecil. Aplikasinya juga user-friendly!"""
omcimot82,1,2025-03-12 16:12:39,"Apk nya memang mudah di pahami untuk para pemula ( awam ), kenapa saya ranting bintang 1 ?, karena ini soal penarikan dan pembelian sangat lama butuh waktu 3-7 hari, tidak seperti apk lain nya hanya butuh beberapa menit untuk penarikan dan pembelian, saya mohon untuk bibit semoga bisa mempercepat masalah penarikan dan pembelian"
Andi Yuana,5,2025-03-12 16:08:39,"saya pemula, tapi sangat mudah difahami"
Dadi Rw78,1,2025-03-12 11:31:48,"Saya dah coba withdraw ke bank jago yg sudah didaftarkan via bibit, trus untuk mencairkan ke rekening sayanya bagaimana, mohon penjelasannya, satu lagi koq layanan chat di aplikasi bibit off"
Shiddiq H,5,2025-03-11 18:26:58,tingkatkan terus agar lebih baik dan aman
Yusrizal Yunus,5,2025-03-10 16:27:43,Saya ciriga apk bibit.di.Ambil Alah Oleh Penjahat.tidak bisa terfrikasi oleh bibit.hurus menugga x 3. 24.terus apk nya gak bisa di buka..Ada yang Anah Kata admin nya di.telegram Isi data lagi harus segera investasi... katanya baru akun bibit terfrikasi.tolong yg berwenang selesai masalah ini!!
Dimas Ahmad dani,5,2025-03-10 13:30:53,"Investasi di bibit sangat bagus dan juga mudah produk investasinya juga lengkap tapi, untuk produk investasinya kalo bisa di tambah lagi untuk produk investasi emas dan tabungan umrah/haji untuk lebih lengkap dan bisa juga untuk menjadi tabungan di masa depan."
Qobus Rayhaan Al Awaludin,5,2025-03-10 09:56:51,"Baguss, sangat mudah di mengerti"
Octora T.G,1,2025-03-08 18:32:12,"Ini kenapa gk bisa login, pesan yg muncul bilang kalau sinyal nya jelek padahal sinyal ku bagus, nyoba login aplikasi lain lancar-lancar aja, tolong perbaiki dong"
Sansan Uye,5,2025-03-07 17:46:15,"Haloo min... apakah apk bibit untuk hari ini ada gangguan?? Seharian mau buka kok tidak bisa,, loading terus??? 7/3/2025"
FachryGravity,5,2025-03-06 07:15:39,aplikasi ini sangat membantu sekali untuk investor pemula atau pelajar yang ingin menabung dengan modal kecil 👍👍
Yudha M. S.,5,2025-03-04 09:58:00,Terima kasih sudah diperbaiki keluhan saya tentang Notifikasi dan menu bagian bawah layar tidak bisa diklik di xiaomi 14T. Sekarang sudah normal kembali
Tansah Sinau,4,2025-03-04 08:41:43,Mohon menambahkan fitur pengaturan ukuran font atau huruf
Dens Leo,1,2025-03-04 08:00:33,"Saya mau tutup akun permanen, team suport tidak mau kirim formulir, gimana itu. Tidak bisa lagi di chat"
Arif Resta Pangestu,5,2025-03-03 21:46:01,"Aplikasinya baguss banget,tapi semoga kedepannya opsi pilihan rdnnya ditambahkan lagi jgn cuman bca sama bank jago doang,selebihnya bagus"
Yulia Septiani,1,2025-03-02 20:11:43,Belakangan ini tiap mau buka bibit lemot banget. Padahal jaringan buat buka aplikasi lain bagus
Mentari DiMalam,1,2025-03-01 10:39:57,"Proses pembelian terlalu lama, penarikan terlalu lama."
Ardi Bayupurnomo,4,2025-02-28 14:41:10,Update harganya tidak realtime. Harus nunggu keesokan harinya baru tau pergerakan harganya.
julyana Adi Saputra,5,2025-02-28 13:23:18,"untuk tabungan masa depan, semoga amanah."
Tyfany Puput,1,2025-02-28 08:33:28,"Buat yang mau invest di apk ini pikir pikir lagi deh ,pencairan di persulit , mau nambah rekening di persulit juga ,pdhl lagi butuh banget duitnyaa itupun gak terlalu besar ,true banget giliran mau jual fortofolio nya turun , aplikasi jelek jangan deh jangan investasi di apk ini ,ksel banget sumpah:v"
Rizky Firdaus,1,2025-02-28 03:31:34,"Kenapa porfolio saham saya saldonya turun padahal lagi turun/389k terus saldo 200k lagi kemana?hilang begitu saja!setelah dihitung total.saya baru mulai di bibit,jangan buat reputasi apk jadi jelek kan katanya udah OJK.tolong kejelasannya!."
AI2 “Sunny” Tv,4,2025-02-27 23:45:31,"Mantap, teman investasi Saya! Hanya saja, Saya menyarankan untuk meminimalisir kendala login pada jam2 market yg baru dibuka.. Misal, Saya sering mengalami kendala login waktu jam 9 pagi atau 1 siang.. Selebihnya aman.. ❤️"
Nizmah Aisyah,3,2025-02-26 06:51:54,pemakaian mudah tapi wd harus tunggu lama sekali. padahal sudah pilih paling instan. masuk ke rdn jago cepat tapi gak bisa ditarik juga harus wd dari aplikasi lagi terus tunggu 2-7 hari lagi
Reza,1,2025-02-25 13:30:38,"Persyaratan Reactive akun nya ribet, sampe disuruh foto megang tulisa dan haru ditempat yang sama. Padahal cuma mau aktifkan akun doang sudah kayak apa aja pake foto sambil megang tulisan angka. Tolong revisi persyaratan yang terlalu rumit itu lagian biar apa dibikin begitu?!!!"
A Z,5,2025-02-22 04:48:11,"Udah lama daftar, akhirnya coba Reksadana disini, baru seminggu ini.. cukup mudah dipahami.."
Yusuf Ramadhana,1,2025-02-21 17:33:11,"Maaf saya review jujur, ini bibit bukan aplikasi broker ky ajaib atau ipot, jd waktu settlenya lebih lama, ini saya coba lagi ternyata masih sama, udah gt ada biaya materai ngga jelas 1500 perak pdhal transaksi dibawah 10jt"
Sandy Permana Putra,3,2025-02-19 12:21:16,"Wd udah seminggu lebih uangnya kagak masuk ke rekening. Meskipun gw cuma nabung sedikit, gw masih ngarep aja bakal dikirim meskipun kena potongan biaya admin dll"
Asri Wicaksani,2,2025-02-18 23:29:30,"Proses verifikasi order jual obligasi oleh bank kustodian lama banget, udah gitu setelah order jual berhasil, pencairan ke rekening bank nasabah juga lama lagi (pencairan maksimal nunggu 7 hari kerja jadi kalau ditambah proses verifikasi oleh bank kustodian bisa sampai 2 minggu). Intinya jangan pernah simpan dana investasi terlalu banyak lewat APK ini, soalnya kalau lagi butuh narik dana cepat dan kondisi urgent proses pencairannya lama poll"
Trivaldo Roberto,3,2025-02-18 10:13:32,"Pencairan dana sangat lama, kurang sat set kalo menurut saya."
Jessica Jessica,3,2025-02-18 09:19:01,Parah udh 2 kali lagi swing trading tiba2 aplikasi gk bisa di buka
Aulia Rahman,2,2025-02-18 09:14:49,gk bisa kebuka terus app nya.. makin lama makin ancur
Haru,1,2025-02-18 03:56:59,Ini kenapa dana yang masuk ilang 50k padahal jumlah yg dijualnya aja sedikit. Saya bukannya untung malah buntung
supendi bin rodin,5,2025-02-17 13:43:14,"untuk saya pemula , banyak pilihan untuk saya berinvestasi , dengan detail terperinci"
Rivai Kuncoro,2,2025-02-17 12:40:21,"Pencairan lama, verifikasi data tenggat waktunya lama. Hadeehh"
Della Adventariaa,5,2025-02-17 12:29:09,"Aplikasi bibit sangat membantu dlm belajar investasi bagi pemula dan dlm hal menabung juga sangat membantu, karena dapat memperkirakan berapa lama waktu yg dibutuhkan untuk mencapai goal tabungan yg direncanakan. Selain itu, saya sangat mengapresiasi bagaimana bibit bisa membantu para penggunanya, contohnya pada saat akun bibit kita terkena hack oleh pihak lain, saya sangat bersyukur karena dgn bantuan bibit hal tersebut bisa terselesaikan dgn sangat memuaskan. Good job Bibit."
Yandi Satriawan,5,2025-02-15 00:43:33,"Coba aja top up melalui BSI gratis, tambah asyik lagi sih. Apalagi kan syari'ah"
Sun Jaya,5,2025-02-15 00:12:44,sangat menguntungkan dan bermanfaat banget makasi bibit
Natalia Dwi Kurniawan,1,2025-02-14 08:40:56,Uang saya tidak bisa ditarik Katanya nunggu 7 hari bursa baru langsung ditransfer mana ini udah hampit 3 minggu gak masuk² uangnya Uang saya hilang sudah dimakan apk Ini bodong ya atau penipuan balikin uang saya
Hermawan Yp,5,2025-02-14 00:48:33,Bibit terbaik sih banyak juga promo nya mudahan bisa konsisten invest nya biar cepat mencapai goals di tahun 2025 ini
CeThe GAming,1,2025-02-13 17:49:18,Tanggal 12 februari 2025 Aplikasi bibit gak bisa dibuka Reload terus.. apakah akan ada update terbaru apa gimana min? Salam pengguna baru Mohon ditanggapi Terimakasih
Amirfulawantaa,5,2025-02-13 10:13:14,"Sampai saat ini belum ada tanda2 yang mengecewakan, semoga benar untuk seterusnya...."
Bay Aji,1,2025-02-12 10:01:45,Sinyal bagus tapi kok relod gak bisa masuk padahal aplikasi lain lancar
wira suarna,1,2025-02-12 09:49:43,"Error, susah login Padahal internet lagi oke Mohon diperbaiki"
Diary Dita,3,2025-02-12 09:32:27,"Bibit kenapa ya sering error, padahal jaringan bagus tapi Lola parah. Bikin kesel deh. Pindah aja deh ke Apk lain yang lancaarrrrr.."
Bianca Bianca,2,2025-02-12 09:15:40,saat saya pingin buka selalu ga bisa padahal udah berbagi cara saya lakukan tolong dong ini apknya yaa selalu bilang ga ada koneksi padahal saya pakai wifi setalah ganti ke paket data jg sama aja bilang nya priksa koneksi ga jelas banget
Mamat Herwandi,3,2025-02-11 06:20:05,Sy mengganti hp dgn email lama.. Knpa tdk bisa buka aplikasi bibit.. Mlah muncul peeiksa koneksi internet anda.. Solusi dong...
Adrian Firzi,1,2025-02-11 01:02:03,"saya sudah tf cuman ga masuk - masuk saya sangat kecewa uang saya hilang begitu saja, tolong kebijakanya"
Bejho pratama,1,2025-02-10 15:48:08,pencairan terlalu belat belit dah gitu segal saldo tranding kenapa tidak langsung ke rekening terus pembelian juga proses terlalu lama dan dalam aplikasi udah bagus
putery syamsuddin,1,2025-02-10 00:25:52,"Jangan mau instal.. BAHAYA.. saya belum selesai registrasi bru smpe data ktp dll dan mau dihapus atau batal registrasinya RESPON ADMINNYA UNINSTAL APK AJA.. Hello data pribadi saya nyangkut disitu dan gak mau dihapus loh... Giliran mau DAFTAR LAGI KATANYA GAK BISA KARNA DATA SUDAH DIGUNAKAN. DIGUNAKAN SIAPA WOI??? PADAHAL REGISTRASI BELUM BERHASIL DAN PUTUS DITENGAH JALAN TAPI KATANYA UDAH TERDAFTAR.. Jengkel banget, langsung saya uninstal lagi.. BAHAYA BANGET, HATI-HATI PENCURIAN DATA PRIBADI!"
Alvian Fernado,1,2025-02-09 14:39:27,Developer kenapa gak bisa dibuka kok tulisannya reload gak ada jaringan padahal aku buka aplikasi lainnya bisa ada jaringan internet kenapa buka ini kok notifikasi gak ada jaringan
Ridhopangestu 99,3,2025-02-09 08:02:33,Kenapa ya kalau udah app bibit gak bisa padahal jaringan bagus aja min
Pastabikul Randa,5,2025-02-08 16:59:45,Setelah pake aplikasi ini bagus sih. Mudah-mudahan semakin meningkat kedepannya.
Ar “‫الريان‬‎” Rayyan,1,2025-02-07 13:53:37,Aplikasi bibit sy tidak bisa di buka..ini sedang ada kerusakan aplikasi atau apa c..
indra ciby,2,2025-02-07 11:29:11,Apasi susah kali daftar 😑 Udah Poto KTP dan Wajah nungu 24jam ga berhasil coba ke dua tiga kali lagi masih gagal 😑 4 kali gagal terus 😑 daftar aja makan waktu semingu lebih udah d bikin kesel duluan😭😭🤣🤣🤣🤣🤣 tolong lah aku sudah mengikuti petunjuknya Masi aja gagal daftar😂
M Rifki Aulia P,5,2025-02-04 12:19:06,"Sudah hampir 3 tahun, Pengalaman yang menarik, UI nya mudah digunakan, Returnnya menarik, dan sejauh ini benar benar memuaskan, Good 🔥🔥🔥"
dariuz chanchuy,1,2025-02-03 00:14:16,Apk cacad...lambat..penarikan kecil udh 3 hari belum selesai juga..apalagi yg dana nya gede yach...auto nanggggissssss
ishan bawazir,5,2025-02-02 14:02:39,tolong untuk bibit tambah lagi perusahaan²nya biar kita bisa leluasa memilih tempat invest itu saja kekurangannya
Saparuddin,5,2025-02-01 20:16:29,aplikasi bibit sangat bermanfaat untuk investasi apalagi dlm jangka waktu lama.
Alvan Misbah W,5,2025-01-30 14:30:25,mantap saya sudah transaksi di bibit alhamdulillah cuan. tapi saran saya mungkin untuk rekomendasi pasar sahamnya kalau bisa jangan yang sedang turun sedikit merugikan soalnya
Henzo,1,2025-01-29 17:39:35,"pengembang bibit ini gimana sih, saya daftar belum selesai, masih nyangkut di NIK KTP karena pernah buat, jadi saya akhirnya login akun lama pakai NIK itu, pas mau ganti nomer hp, karena hp yang dulu hangus, saya masukin nomer yang baru, notif nya nomer sudah kepake, kan yang baru belum selesai, harusnya nomer hp belum resmi terdaftar, kalian ini bodoh apa gimana sih? buat aplikasinya? gak masuk akal, Kalo registrasi belum berhasil tapi di anggap sudah terdaftar"
Sinar Rahayu Putri,4,2025-01-29 12:07:31,"Kenapa pencairan lama bgt? Di keterangan katanya maksimal 7 hari, tapi udah lebih 7 hari masih belum juga cair"
Bambang Supriadi,1,2025-01-28 16:42:48,Bug ketika input kode promo dari huruf ke angka selalu kedelete
Indah Rosita Paulina,5,2025-01-28 13:23:51,"Saya dari dulu pengguna bibit, dan saya sangat suka sekali dengan app ini. karna saya benar² nabung yg disiplin aplagi dengan adanya fitur SIP. Di bibit juga kita akan dibantu product apa yg cocok untuk kita, kita lebih condong sebagai investor yang seperti apa misalnya moderat, konservatif, agresif dan lainnya. Pokoknya bibit the best ya di mata saya dan terpercaya. Pertahankan itu bibit!"
Hasby Amelia,5,2025-01-27 13:44:45,"Pertama kali coba investasi dg aplikasi ni,,cukup mudah dimengerti"
Akmal Fadilah,2,2025-01-27 12:26:23,Registasi nya ribet sy kira cuma foto ktp ternyata foto sambil megang ktp juga kenapa harus? Ini investasi katanya buat pelajar juga bisa tapi kalo gapunya gimana? Pake ktp ortu? Suruh fotoin?
Juki Ceboll,5,2025-01-27 10:11:29,"Puas banget sama nih apk, terus cs nya juga baik dan ramah"
Ansari,3,2025-01-25 21:02:49,Untuk verifikasi terlalu lama dan membutuhkan waktu beberapa hari itu aja sih kendalanya
Itel A60,3,2025-01-24 23:33:20,"Ini kenapa pas registrasi nik sudah terdaftar ya, padahal saya belum pernah daftar sama sekali.. dan no hp yang daftar tidak no hp saya tolong bantuannya"
yelan saja,1,2025-01-24 14:48:32,tolong lah itu Cs nya akun email saya di hack dan nomer ponsel saya sudah hilang tapi saya tetap tidak bisa masuk ke akun saya padahal saya pemilik ktp .. dari pihak cs tidak memberikan Solusi sama sekali hanya seperti robot.. data saya sperti ktp dan lain nya bisa di salah gunakan
Riska Nia,3,2025-01-24 08:45:07,buka aplikasi suka lama dan berujung ngga bisa buka
Hendrik Ef,5,2025-01-23 19:31:43,Pernah daftar tp gagal dan sekarang daftar gx bisa karna NIK sudah terpakai solusinya gimana ya biar bisa daftar lagi
Rifaldo Candra,5,2025-01-23 13:58:22,"Saya suka denga UI nya, simpel dan informatif"
Beuh Rhino,5,2025-01-23 11:51:02,Aplikasi Bagus Bagi Pemula untuk Belajar Investasi.. terlebih passive income.. 😁👍 makasih
chandra chandRs,4,2025-01-23 11:16:33,"keren tapi masih bingung menggunakannya,bgmn caranya ada videonya yg ril, sampai kita penarikn keuntungan.tlong donk masih bingung ini."
Nanayo “Mila” Dimsum,5,2025-01-22 11:00:32,"waktu awal2 msh sempet bingung, trs nonton youtube alhamdulillah membantu saya yg pemula ini untuk belajar reksadana."
Mita Adha Jumita,1,2025-01-21 14:52:39,"Aneh, padahal pin pasword masuk di masukin benar, tapi salah, akhirnya lebihan, eh udh komplikasi, pakai email, pakai NIK ndk bisa, nomor hp terdaftar udh ndk aktif, udh ke pusat bantuan ndk di jawab udh lebih 4 jam, gimana dong dana yang di dalam akun saya... Saya tuntut klo sampai ndk bisa masuk... Saya udh sabar nunggu, di jam kerja ndk di balas balas... Malah cmn qiya, ini masalah pin ya, udh di bales ndk di bales lagi.... Tolong dong di perbaiki sistemnya"
Reddy PR,4,2025-01-21 11:06:32,"applikasi sangat bagus tapi bintang 4 dulu, tolong chat komunitas di telegram di buka kembali agar saya bisa bertukar informasi bagi sesama pengguna"
Dour Ren,4,2025-01-20 21:10:20,"Mohon untuk developer, bisa di tambahkan untuk aplikasi dana nya ya, soal nya saya tidak punya aplikasi gopay. Mohon bantuan nya agar bisa menambahkan fitur aplikasi dana 🙏"
PRAMUKA Wijaya,2,2025-01-20 09:23:40,"Kak, ini pas saya mau narik kok gak bisa padahal akun saya saldo portofolio sudah mencapai limit dan pas mau di Winda kok 0 lah padahal saya sudah top up 50,000 ada yg 100,000 kok masih gak bisa narik"
zoro kento,4,2025-01-20 00:13:01,"Tolong bantu saya dong cs nya lama bales respon, mau log in tapi ga bisa bisa Katanya email salah No telfon salah giliran mau bikin akun baru bacaannya ,nik sudah terpakai"
rizky fadillah,2,2025-01-19 07:49:15,"sebenernya bagus si bagus tapiii proses verifikasi nyaa lamaa katanya seharu tapi ini udh 2 harii ga selesai"" verivikasi ya, tolong dong min mempercepat prosesnya, terima kasihhh"
Puji Tri Handayani,4,2025-01-18 17:13:19,rabu malam saya membeli saham MYOR 1 lot. saat itu penjualan sedang pending. hari jumat saya cek malah hilang. status history pengembalian uang juga tidak ada. bagaimana ini
Laela Yunita,1,2025-01-16 09:35:21,"Awalnya aplikasi ini bagus, jual beli langsung MATCH selang beberapa bulan malah kacau, saham naik mau dijual OPEN..butuh beberapa jam giliran dah turun langsung MATCH..rugi ratusan ribu"
Mind Exercise,5,2025-01-15 21:36:46,Tolong tambahkan untuk fitur pembelian express dan pencairan express mungkin akan lebih membantu
Naviel,1,2025-01-15 18:12:31,"Bagian registrasi pas perekaman muka selalu gagal, katanya No glare or extreme lightning. Itu padahal cahaya ruangan gak silau, kesel dua minggu tetep gak bisa"
guss Channell,1,2025-01-13 22:51:32,"Susah buat widrawl ketika akun bank sudah mati,, mau ganti harus ke stockbit dulu,, padahal data yang terdaptar sama tapi tidak di terima oleh pihak stockbit Jadi ruet dana tidak bisa di tarik sama sekali,, tau gitu mending dari awal pakek stokbit,, apl ini cuman sebagai perantara saja"
Ahmad Azm,4,2025-01-12 23:22:54,"belum gunain si,tapi verivikasi nya berapa lama ya?kok ga ke verivikasi terus ya? tolong developer jawab..."
apoteker takeup,4,2025-01-12 21:09:35,aplikasi investasi yang sangat mudah dan ramah bagi pemula
Wahyudi Alamsyah,5,2025-01-11 07:23:33,"aplikasi debest banget dah buat investasi, terpercaya aman dan cuan terus tiap hari, terimakasih bibit🤗🤗"
Ds,3,2025-01-10 22:07:00,Ternyata makin ribet buat top up biar ga kena biaya admin nya 🙂 berakhir uninstall penarikan juga bayar admin kalo ga sama di bank nya haduhhh
amelia alfi,5,2025-01-10 05:59:28,bagus untuk pemula yg ingin belajar tentang reksadana
Red Cherry,2,2025-01-08 19:26:18,"Aseli lemot bgt, padahal jaringan internet stabil tapi loadingnya lama parah"
Edi sugy,4,2025-01-08 15:44:27,"Proses pencairan dana jual saham nya sangat lama. Saya sudah 2 hari menjual saham tapi dana nya belum masuk ke RDN WALLET saya. Kalau begini ketika ada keperluan mendesak dana saya tidak bisa di cairkan dengan cepat. Tolong pencairan dana nya di percepat, kenapa harus masuk ke saldo trading dulu, enggak langsung ke RDN WALLET aja. Emang apa bedanya ???? Kalau di saldo trading dana tidak bisa dicairkan harus menunggu 2 hari kerja. Di iklannya dana bisa dicairkan kapan saja. Ini mah tidak bisa."
Fiqhi Algazali,3,2025-01-08 15:01:44,"Saya kasih bintang 3 karena registrasi serta apk nya terlalu lambat, entah karena kurang update atau memang ai custumernya yg lemot"
